,Chromosome,Start,End,Strand,TCGA.K4.A5RI.11A.11R.A28M.07,TCGA.K4.A54R.11A.11R.A26T.07,TCGA.K4.A3WV.11A.21R.A22U.07,TCGA.GC.A3BM.11A.11R.A22U.07,TCGA.GC.A3WC.11A.11R.A22U.07,TCGA.GD.A3OP.11A.11R.A220.07,TCGA.GD.A3OQ.11A.21R.A220.07,TCGA.BT.A20R.11A.11R.A16R.07,TCGA.GD.A2C5.11A.11R.A180.07,TCGA.BT.A2LA.11A.11R.A18C.07,TCGA.BT.A2LB.11A.11R.A18C.07,TCGA.BL.A13J.11A.13R.A10U.07,TCGA.BT.A20W.11A.11R.A14Y.07,TCGA.BT.A20U.11A.11R.A14Y.07,TCGA.BT.A20Q.11A.11R.A14Y.07,TCGA.BT.A20N.11A.11R.A14Y.07,TCGA.CU.A0YR.11A.13R.A10U.07,TCGA.CU.A0YN.11A.11R.A10U.07,TCGA.GC.A6I3.11A.11R.A31N.07
10315,chr17,75089325,75089429,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10316,chr17,75138727,75190993,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10317,chr17,75199740,75201324,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10318,chr17,75208182,75209415,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10319,chr17,7530175,7530260,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10320,chr17,75319030,75319135,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10321,chr17,75398140,75398785,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10322,chr17,75398577,75398653,+,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10323,chr17,75398577,75398669,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10324,chr17,75398577,75398680,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10325,chr17,75398577,75398682,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10326,chr17,75398577,75398685,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10327,chr17,75398577,75398702,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10328,chr17,75398577,75398703,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10329,chr17,75398577,75398705,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10330,chr17,75398577,75398722,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10331,chr17,75493448,75493565,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10332,chr17,75494847,75494975,+,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10333,chr17,75495583,75495673,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10334,chr17,75495583,75495675,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10335,chr17,75495583,75495677,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10336,chr17,75495583,75495741,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10337,chr17,76069175,76069315,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10338,chr17,76082583,76083174,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10339,chr17,76109738,76113349,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10340,chr17,76116928,76117093,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10341,chr17,76126580,76126717,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10342,chr17,76128111,76128231,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10343,chr17,76168023,76168122,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10344,chr17,76168023,76168125,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10345,chr17,76168023,76168126,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10346,chr17,76168023,76168127,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10347,chr17,76168023,76168128,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10348,chr17,76168023,76168156,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10349,chr17,76168023,76168158,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10350,chr17,76168023,76168160,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10351,chr17,76168023,76168167,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10352,chr17,76168023,76168170,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10353,chr17,76168023,76168174,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10354,chr17,76168023,76168181,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10355,chr17,76168023,76168184,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10356,chr17,76168023,76168187,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10357,chr17,76168023,76168192,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10358,chr17,76168023,76168196,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10359,chr17,76168023,76168202,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10360,chr17,76168023,76168203,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10361,chr17,76168023,76168207,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10362,chr17,76168023,76168253,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10363,chr17,76171726,76178669,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10364,chr17,76200981,76201143,+,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10365,chr17,76201271,76201436,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10366,chr17,76201599,76201764,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10367,chr17,76219433,76219542,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10368,chr17,76220322,76220513,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10369,chr17,76220334,76220513,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10370,chr17,76220403,76220513,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10371,chr17,76355616,76355830,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10372,chr17,76792137,76792398,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10373,chr17,76792168,76792398,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10374,chr17,76792678,76792928,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10375,chr17,76792826,76792928,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10376,chr17,76799890,76799997,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10377,chr17,76968810,76969051,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10378,chr17,76970792,76972145,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10379,chr17,76970822,76972163,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10380,chr17,76970830,76972145,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10381,chr17,76970843,76972163,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10382,chr17,76970848,76972163,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10383,chr17,76970851,76972163,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10384,chr17,76970856,76972163,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10385,chr17,76970858,76972163,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10386,chr17,76972071,76972145,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10387,chr17,76972074,76972163,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10388,chr17,76972077,76972163,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10389,chr17,76972079,76972163,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10390,chr17,76972083,76972163,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10391,chr17,76972084,76972163,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10392,chr17,76972102,76972163,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10393,chr17,76975905,76975993,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10394,chr17,76989903,76991280,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10395,chr17,76991193,76991280,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10396,chr17,77073511,77073946,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10397,chr17,77073511,77077155,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10398,chr17,77073511,77080768,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10399,chr17,77078145,77078294,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10400,chr17,77078145,77078325,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10401,chr17,77080013,77080143,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10402,chr17,77080033,77080132,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10403,chr17,7760190,7760302,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10404,chr17,78022381,78024082,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10405,chr17,7804693,7805893,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10406,chr17,78075689,78075787,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10407,chr17,7812656,7812824,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10408,chr17,7812656,7813416,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10409,chr17,7812702,7813411,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10410,chr17,7812702,7813418,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10411,chr17,78161722,78161822,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10412,chr17,78171961,78172120,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10413,chr17,78237372,78247203,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10414,chr17,78237372,78286967,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10415,chr17,78237372,78310178,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10416,chr17,78261613,78286967,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10417,chr17,78263457,78264527,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10418,chr17,78281001,78282796,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10419,chr17,78286967,78287065,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10420,chr17,78286967,78287067,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10421,chr17,78286967,78287178,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10422,chr17,78290987,78310178,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10423,chr17,78332087,78334006,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10424,chr17,7833720,7833844,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10425,chr17,7833735,7833844,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10426,chr17,7833755,7833844,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10427,chr17,7835170,7835257,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10428,chr17,7835191,7835245,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10429,chr17,7836118,7836242,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10430,chr17,78362489,78362589,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10431,chr17,7843067,7843179,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10432,chr1,77876665,77883400,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10433,chr17,78973470,78973626,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10434,chr17,79060242,79073755,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10435,chr17,79073727,79073880,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10436,chr17,79077801,79077908,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10437,chr17,79089617,79089765,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10438,chr17,79089617,79089769,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10439,chr17,79089617,79089771,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10440,chr17,79106293,79106455,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10441,chr17,79212639,79212785,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10442,chr17,79254408,79258695,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10443,chr17,79414061,79414874,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10444,chr17,79477369,79477504,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10445,chr17,79477370,79477504,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10446,chr17,79477373,79477504,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10447,chr17,79477379,79477504,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10448,chr17,79477381,79477504,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10449,chr17,79477403,79477504,-,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10450,chr17,79478373,79478652,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10451,chr17,79478667,79478788,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10452,chr17,79478672,79478788,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10453,chr17,79478679,79478788,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10454,chr17,79527753,79530946,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10455,chr17,79536041,79539114,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10456,chr17,79563141,79564342,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10457,chr17,79563141,79575848,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10458,chr17,79632635,79633547,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10459,chr17,79632640,79633193,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10460,chr17,79632967,79633193,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10461,chr17,79632974,79633184,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10462,chr17,79632988,79633184,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10463,chr17,79633180,79633306,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10464,chr17,79634892,79635023,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10465,chr17,79639105,79639185,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10466,chr17,79639798,79639894,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10467,chr17,79650410,79650565,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10468,chr17,79650450,79650565,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10469,chr17,79653341,79658601,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10470,chr17,79655733,79655857,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10471,chr17,79668747,79668892,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10472,chr17,79668747,79668893,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10473,chr17,79668747,79668894,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10474,chr17,79668747,79668895,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10475,chr17,79668747,79668898,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10476,chr17,79668747,79668899,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10477,chr17,79668747,79668900,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10478,chr17,79668747,79668901,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10479,chr17,79668747,79668926,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10480,chr17,79668747,79668950,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10481,chr17,79668747,79668952,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10482,chr17,79668747,79668957,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10483,chr17,79668747,79668959,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10484,chr17,79668747,79668965,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10485,chr17,79674243,79674329,+,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10486,chr17,79674243,79674331,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10487,chr17,79674243,79674355,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10488,chr17,79674243,79674376,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10489,chr17,79674243,79674377,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10490,chr17,79674243,79674379,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10491,chr17,79674243,79674380,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10492,chr17,79674243,79674381,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10493,chr17,79674243,79674382,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10494,chr17,79674243,79674388,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10495,chr17,79674243,79674389,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10496,chr17,79674243,79674436,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10497,chr17,79674243,79674462,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10498,chr17,79674243,79674467,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10499,chr17,79674243,79674475,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10500,chr17,79674243,79674481,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10501,chr17,79682102,79682487,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10502,chr17,79780892,79781084,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10503,chr17,79801209,79801269,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10504,chr17,79801209,79801316,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10505,chr17,79801209,79801320,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10506,chr17,79801209,79801321,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10507,chr17,79801209,79801341,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10508,chr17,79801209,79801351,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10509,chr17,79801209,79801355,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10510,chr17,79801209,79801359,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10511,chr17,79801209,79801360,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10512,chr17,79801209,79801372,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10513,chr17,79801209,79801373,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10514,chr17,79801209,79801374,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10515,chr17,79801209,79801379,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10516,chr17,79801209,79801381,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10517,chr17,79801209,79801384,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10518,chr17,79801209,79801385,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10519,chr17,79801209,79801389,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10520,chr17,79801209,79801391,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10521,chr17,79801209,79801398,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10522,chr17,79801209,79801409,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10523,chr17,79801209,79801413,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10524,chr17,79801209,79801440,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10525,chr17,79801209,79801474,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10526,chr17,79803746,79817263,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10527,chr17,79804846,79804948,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10528,chr17,79813017,79813462,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10529,chr17,79813207,79813328,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10530,chr17,79813326,79817165,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10531,chr17,79813331,79817165,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10532,chr17,79813352,79817165,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10533,chr17,79813380,79817175,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10534,chr17,79813383,79817175,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10535,chr17,79813390,79817165,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10536,chr17,79813394,79817165,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10537,chr17,79813401,79817165,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10538,chr17,79813419,79817175,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10539,chr17,79813431,79817165,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10540,chr17,79813444,79817175,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10541,chr17,79817057,79817175,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10542,chr17,79817066,79817165,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10543,chr17,79817076,79817175,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10544,chr17,79817089,79817165,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10545,chr17,79817100,79817175,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10546,chr17,79817284,79818202,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10547,chr17,79825818,79825945,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10548,chr17,79825818,79825954,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10549,chr17,79825818,79826030,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10550,chr17,79826165,79826460,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10551,chr17,79826274,79826460,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10552,chr17,79826275,79826460,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10553,chr17,79826302,79826460,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10554,chr17,79826332,79826460,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10555,chr17,79826336,79826460,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10556,chr17,79826364,79826460,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10557,chr17,79826704,79826864,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10558,chr17,79826713,79826864,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10559,chr17,79826843,79826931,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
